source,target,type
Canada,Malta,English
Canada,Gambia,English
Canada,Nigeria,English
Canada,Bahamas,English
Canada,South Sudan,English
Canada,Belize,English
Canada,Liberia,English
Canada,Jamaica,English
Canada,Tonga,English
Canada,Kiribati,English
Canada,Ghana,English
Canada,Zimbabwe,English
Canada,New Zealand,English
Malawi,Lesotho,English
Malawi,Marshall Islands,English
Malawi,Nauru,English
Malawi,Dominica,English
Malawi,Australia,English
Malawi,Tuvalu,English
Malawi,Saint Lucia,English
Malawi,Palau,English
Malawi,Philippines,English
Malawi,Cameroon,English
Malawi,Vanuatu,English
Malawi,Kenya,English
Malawi,Rwanda,English
Malawi,Trinidad and Tobago,English
Malawi,Guyana,English
Malawi,Antigua and Barbuda,English
Malawi,Micronesia,English
Malawi,Ireland,English
Malawi,Eritrea,English
Malawi,Tanzania,English
Malawi,Samoa,English
Malawi,United States,English
Malawi,Saint Vincent and the Grenadines,English
Malawi,Seychelles,English
Malawi,Malta,English
Malawi,Gambia,English
Malawi,Nigeria,English
Malawi,Bahamas,English
Malawi,South Sudan,English
Malawi,Belize,English
Malawi,Liberia,English
Malawi,Jamaica,English
Malawi,Tonga,English
Malawi,Kiribati,English
Malawi,Ghana,English
Malawi,Zimbabwe,English
Malawi,New Zealand,English
Lesotho,Marshall Islands,English
Lesotho,Nauru,English
Lesotho,Dominica,English
Lesotho,Australia,English
Lesotho,Tuvalu,English
Lesotho,Saint Lucia,English
Lesotho,Palau,English
Lesotho,Philippines,English
Lesotho,Cameroon,English
Lesotho,Vanuatu,English
Lesotho,Kenya,English
Lesotho,Rwanda,English
Lesotho,Trinidad and Tobago,English
Lesotho,Guyana,English
Lesotho,Antigua and Barbuda,English
Lesotho,Micronesia,English
Lesotho,Ireland,English
Lesotho,Eritrea,English
Lesotho,Tanzania,English
Lesotho,Samoa,English
Lesotho,United States,English
Lesotho,Saint Vincent and the Grenadines,English
Lesotho,Seychelles,English
Lesotho,Malta,English
Lesotho,Gambia,English
Lesotho,Nigeria,English
Lesotho,Bahamas,English
Lesotho,South Sudan,English
Lesotho,Belize,English
Lesotho,Liberia,English
Lesotho,Jamaica,English
Lesotho,Tonga,English
Lesotho,Kiribati,English
Lesotho,Ghana,English
Lesotho,Zimbabwe,English
Lesotho,New Zealand,English
Marshall Islands,Nauru,English
Marshall Islands,Dominica,English
Marshall Islands,Australia,English
Marshall Islands,Tuvalu,English
Marshall Islands,Saint Lucia,English
Marshall Islands,Palau,English
Marshall Islands,Philippines,English
Marshall Islands,Cameroon,English
Marshall Islands,Vanuatu,English
Marshall Islands,Kenya,English
Marshall Islands,Rwanda,English
Marshall Islands,Trinidad and Tobago,English
Marshall Islands,Guyana,English
Marshall Islands,Antigua and Barbuda,English
Marshall Islands,Micronesia,English
Marshall Islands,Ireland,English
Marshall Islands,Eritrea,English
Marshall Islands,Tanzania,English
Marshall Islands,Samoa,English
Marshall Islands,United States,English
Marshall Islands,Saint Vincent and the Grenadines,English
Marshall Islands,Seychelles,English
Marshall Islands,Malta,English
Marshall Islands,Gambia,English
Marshall Islands,Nigeria,English
Marshall Islands,Bahamas,English
Marshall Islands,South Sudan,English
Marshall Islands,Belize,English
Marshall Islands,Liberia,English
Marshall Islands,Jamaica,English
Marshall Islands,Tonga,English
Marshall Islands,Kiribati,English
Marshall Islands,Ghana,English
Marshall Islands,Zimbabwe,English
Marshall Islands,New Zealand,English
Nauru,Dominica,English
Nauru,Australia,English
Nauru,Tuvalu,English
Nauru,Saint Lucia,English
Nauru,Palau,English
Nauru,Philippines,English
Nauru,Cameroon,English
Nauru,Vanuatu,English
Nauru,Kenya,English
Nauru,Rwanda,English
Nauru,Trinidad and Tobago,English
Nauru,Guyana,English
Nauru,Antigua and Barbuda,English
Nauru,Micronesia,English
Nauru,Ireland,English
Nauru,Eritrea,English
Nauru,Tanzania,English
Nauru,Samoa,English
Nauru,United States,English
Nauru,Saint Vincent and the Grenadines,English
Nauru,Seychelles,English
Nauru,Malta,English
Nauru,Gambia,English
Nauru,Nigeria,English
Nauru,Bahamas,English
Nauru,South Sudan,English
Nauru,Belize,English
Nauru,Liberia,English
Nauru,Jamaica,English
Nauru,Tonga,English
Nauru,Kiribati,English
Nauru,Ghana,English
Nauru,Zimbabwe,English
Nauru,New Zealand,English
Dominica,Australia,English
Dominica,Tuvalu,English
Dominica,Saint Lucia,English
Dominica,Palau,English
Dominica,Philippines,English
Dominica,Cameroon,English
Dominica,Vanuatu,English
Dominica,Kenya,English
Dominica,Rwanda,English
Dominica,Trinidad and Tobago,English
Dominica,Guyana,English
Dominica,Antigua and Barbuda,English
Dominica,Micronesia,English
Dominica,Ireland,English
Dominica,Eritrea,English
Dominica,Tanzania,English
Dominica,Samoa,English
Dominica,United States,English
Dominica,Saint Vincent and the Grenadines,English
Dominica,Seychelles,English
Dominica,Malta,English
Dominica,Gambia,English
Dominica,Nigeria,English
Dominica,Bahamas,English
Dominica,South Sudan,English
Dominica,Belize,English
Dominica,Liberia,English
Dominica,Jamaica,English
Dominica,Tonga,English
Dominica,Kiribati,English
Dominica,Ghana,English
Dominica,Zimbabwe,English
Dominica,New Zealand,English
Australia,Tuvalu,English
Australia,Saint Lucia,English
Australia,Palau,English
Australia,Philippines,English
Australia,Cameroon,English
Australia,Vanuatu,English
Australia,Kenya,English
Australia,Rwanda,English
Australia,Trinidad and Tobago,English
Australia,Guyana,English
Australia,Antigua and Barbuda,English
Australia,Micronesia,English
Australia,Ireland,English
Australia,Eritrea,English
Australia,Tanzania,English
Australia,Samoa,English
Australia,United States,English
Australia,Saint Vincent and the Grenadines,English
Australia,Seychelles,English
Australia,Malta,English
Australia,Gambia,English
Australia,Nigeria,English
Australia,Bahamas,English
Australia,South Sudan,English
Australia,Belize,English
Australia,Liberia,English
Australia,Jamaica,English
Australia,Tonga,English
Australia,Kiribati,English
Australia,Ghana,English
Australia,Zimbabwe,English
Australia,New Zealand,English
Tuvalu,Saint Lucia,English
Tuvalu,Palau,English
Tuvalu,Philippines,English
Tuvalu,Cameroon,English
Tuvalu,Vanuatu,English
Tuvalu,Kenya,English
Tuvalu,Rwanda,English
Tuvalu,Trinidad and Tobago,English
Tuvalu,Guyana,English
Tuvalu,Antigua and Barbuda,English
Tuvalu,Micronesia,English
Tuvalu,Ireland,English
Tuvalu,Eritrea,English
Tuvalu,Tanzania,English
Tuvalu,Samoa,English
Tuvalu,United States,English
Tuvalu,Saint Vincent and the Grenadines,English
Tuvalu,Seychelles,English
Tuvalu,Malta,English
Tuvalu,Gambia,English
Tuvalu,Nigeria,English
Tuvalu,Bahamas,English
Tuvalu,South Sudan,English
Tuvalu,Belize,English
Tuvalu,Liberia,English
Tuvalu,Jamaica,English
Tuvalu,Tonga,English
Tuvalu,Kiribati,English
Tuvalu,Ghana,English
Tuvalu,Zimbabwe,English
Tuvalu,New Zealand,English
Saint Lucia,Palau,English
Saint Lucia,Philippines,English
Saint Lucia,Cameroon,English
Saint Lucia,Vanuatu,English
Saint Lucia,Kenya,English
Saint Lucia,Rwanda,English
Saint Lucia,Trinidad and Tobago,English
Saint Lucia,Guyana,English
Saint Lucia,Antigua and Barbuda,English
Saint Lucia,Micronesia,English
Saint Lucia,Ireland,English
Saint Lucia,Eritrea,English
Saint Lucia,Tanzania,English
Saint Lucia,Samoa,English
Saint Lucia,United States,English
Saint Lucia,Saint Vincent and the Grenadines,English
Saint Lucia,Seychelles,English
Saint Lucia,Malta,English
Saint Lucia,Gambia,English
Saint Lucia,Nigeria,English
Saint Lucia,Bahamas,English
Saint Lucia,South Sudan,English
Saint Lucia,Belize,English
Saint Lucia,Liberia,English
Saint Lucia,Jamaica,English
Saint Lucia,Tonga,English
Saint Lucia,Kiribati,English
Saint Lucia,Ghana,English
Saint Lucia,Zimbabwe,English
Saint Lucia,New Zealand,English
Palau,Philippines,English
Palau,Cameroon,English
Palau,Vanuatu,English
Palau,Kenya,English
Palau,Rwanda,English
Palau,Trinidad and Tobago,English
Palau,Guyana,English
Palau,Antigua and Barbuda,English
Palau,Micronesia,English
Palau,Ireland,English
Palau,Eritrea,English
Palau,Tanzania,English
Palau,Samoa,English
Palau,United States,English
Palau,Saint Vincent and the Grenadines,English
Palau,Seychelles,English
Palau,Malta,English
Palau,Gambia,English
Palau,Nigeria,English
Palau,Bahamas,English
Palau,South Sudan,English
Palau,Belize,English
Palau,Liberia,English
Palau,Jamaica,English
Palau,Tonga,English
Palau,Kiribati,English
Palau,Ghana,English
Palau,Zimbabwe,English
Palau,New Zealand,English
Philippines,Cameroon,English
Philippines,Vanuatu,English
Philippines,Kenya,English
Philippines,Rwanda,English
Philippines,Trinidad and Tobago,English
Philippines,Guyana,English
Philippines,Antigua and Barbuda,English
Philippines,Micronesia,English
Philippines,Ireland,English
Philippines,Eritrea,English
Philippines,Tanzania,English
Philippines,Samoa,English
Philippines,United States,English
Philippines,Saint Vincent and the Grenadines,English
Philippines,Seychelles,English
Philippines,Malta,English
Philippines,Gambia,English
Philippines,Nigeria,English
Philippines,Bahamas,English
Philippines,South Sudan,English
Philippines,Belize,English
Philippines,Liberia,English
Philippines,Jamaica,English
Philippines,Tonga,English
Philippines,Kiribati,English
Philippines,Ghana,English
Philippines,Zimbabwe,English
Philippines,New Zealand,English
Cameroon,Vanuatu,English
Cameroon,Kenya,English
Cameroon,Rwanda,English
Cameroon,Trinidad and Tobago,English
Cameroon,Guyana,English
Cameroon,Antigua and Barbuda,English
Cameroon,Micronesia,English
Cameroon,Ireland,English
Cameroon,Eritrea,English
Cameroon,Tanzania,English
Cameroon,Samoa,English
Cameroon,United States,English
Cameroon,Saint Vincent and the Grenadines,English
Cameroon,Seychelles,English
Cameroon,Malta,English
Cameroon,Gambia,English
Cameroon,Nigeria,English
Cameroon,Bahamas,English
Cameroon,South Sudan,English
Cameroon,Belize,English
Cameroon,Liberia,English
Cameroon,Jamaica,English
Cameroon,Tonga,English
Cameroon,Kiribati,English
Cameroon,Ghana,English
Cameroon,Zimbabwe,English
Cameroon,New Zealand,English
Vanuatu,Kenya,English
Vanuatu,Rwanda,English
Vanuatu,Trinidad and Tobago,English
Vanuatu,Guyana,English
Vanuatu,Antigua and Barbuda,English
Vanuatu,Micronesia,English
Vanuatu,Ireland,English
Vanuatu,Eritrea,English
Vanuatu,Tanzania,English
Vanuatu,Samoa,English
Vanuatu,United States,English
Vanuatu,Saint Vincent and the Grenadines,English
Vanuatu,Seychelles,English
Vanuatu,Malta,English
Vanuatu,Gambia,English
Vanuatu,Nigeria,English
Vanuatu,Bahamas,English
Vanuatu,South Sudan,English
Vanuatu,Belize,English
Vanuatu,Liberia,English
Vanuatu,Jamaica,English
Vanuatu,Tonga,English
Vanuatu,Kiribati,English
Vanuatu,Ghana,English
Vanuatu,Zimbabwe,English
Vanuatu,New Zealand,English
Kenya,Rwanda,English
Kenya,Trinidad and Tobago,English
Kenya,Guyana,English
Kenya,Antigua and Barbuda,English
Kenya,Micronesia,English
Kenya,Ireland,English
Kenya,Eritrea,English
Kenya,Tanzania,English
Kenya,Samoa,English
Kenya,United States,English
Kenya,Saint Vincent and the Grenadines,English
Kenya,Seychelles,English
Kenya,Malta,English
Kenya,Gambia,English
Kenya,Nigeria,English
Kenya,Bahamas,English
Kenya,South Sudan,English
Kenya,Belize,English
Kenya,Liberia,English
Kenya,Jamaica,English
Kenya,Tonga,English
Kenya,Kiribati,English
Kenya,Ghana,English
Kenya,Zimbabwe,English
Kenya,New Zealand,English
Rwanda,Trinidad and Tobago,English
Rwanda,Guyana,English
Rwanda,Antigua and Barbuda,English
Rwanda,Micronesia,English
Rwanda,Ireland,English
Rwanda,Eritrea,English
Rwanda,Tanzania,English
Rwanda,Samoa,English
Rwanda,United States,English
Rwanda,Saint Vincent and the Grenadines,English
Rwanda,Seychelles,English
Rwanda,Malta,English
Rwanda,Gambia,English
Rwanda,Nigeria,English
Rwanda,Bahamas,English
Rwanda,South Sudan,English
Rwanda,Belize,English
Rwanda,Liberia,English
Rwanda,Jamaica,English
Rwanda,Tonga,English
Rwanda,Kiribati,English
Rwanda,Ghana,English
Rwanda,Zimbabwe,English
Rwanda,New Zealand,English
Trinidad and Tobago,Guyana,English
Trinidad and Tobago,Antigua and Barbuda,English
Trinidad and Tobago,Micronesia,English
Trinidad and Tobago,Ireland,English
Trinidad and Tobago,Eritrea,English
Trinidad and Tobago,Tanzania,English
Trinidad and Tobago,Samoa,English
Trinidad and Tobago,United States,English
Trinidad and Tobago,Saint Vincent and the Grenadines,English
Trinidad and Tobago,Seychelles,English
Trinidad and Tobago,Malta,English
Trinidad and Tobago,Gambia,English
Trinidad and Tobago,Nigeria,English
Trinidad and Tobago,Bahamas,English
Trinidad and Tobago,South Sudan,English
Trinidad and Tobago,Belize,English
Trinidad and Tobago,Liberia,English
Trinidad and Tobago,Jamaica,English
Trinidad and Tobago,Tonga,English
Trinidad and Tobago,Kiribati,English
Trinidad and Tobago,Ghana,English
Trinidad and Tobago,Zimbabwe,English
Trinidad and Tobago,New Zealand,English
Guyana,Antigua and Barbuda,English
Guyana,Micronesia,English
Guyana,Ireland,English
Guyana,Eritrea,English
Guyana,Tanzania,English
Guyana,Samoa,English
Guyana,United States,English
Guyana,Saint Vincent and the Grenadines,English
Guyana,Seychelles,English
Guyana,Malta,English
Guyana,Gambia,English
Guyana,Nigeria,English
Guyana,Bahamas,English
Guyana,South Sudan,English
Guyana,Belize,English
Guyana,Liberia,English
Guyana,Jamaica,English
Guyana,Tonga,English
Guyana,Kiribati,English
Guyana,Ghana,English
Guyana,Zimbabwe,English
Guyana,New Zealand,English
Antigua and Barbuda,Micronesia,English
Antigua and Barbuda,Ireland,English
Antigua and Barbuda,Eritrea,English
Antigua and Barbuda,Tanzania,English
Antigua and Barbuda,Samoa,English
Antigua and Barbuda,United States,English
Antigua and Barbuda,Saint Vincent and the Grenadines,English
Antigua and Barbuda,Seychelles,English
Antigua and Barbuda,Malta,English
Antigua and Barbuda,Gambia,English
Antigua and Barbuda,Nigeria,English
Antigua and Barbuda,Bahamas,English
Antigua and Barbuda,South Sudan,English
Antigua and Barbuda,Belize,English
Antigua and Barbuda,Liberia,English
Antigua and Barbuda,Jamaica,English
Antigua and Barbuda,Tonga,English
Antigua and Barbuda,Kiribati,English
Antigua and Barbuda,Ghana,English
Antigua and Barbuda,Zimbabwe,English
Antigua and Barbuda,New Zealand,English
Micronesia,Ireland,English
Micronesia,Eritrea,English
Micronesia,Tanzania,English
Micronesia,Samoa,English
Micronesia,United States,English
Micronesia,Saint Vincent and the Grenadines,English
Micronesia,Seychelles,English
Micronesia,Malta,English
Micronesia,Gambia,English
Micronesia,Nigeria,English
Micronesia,Bahamas,English
Micronesia,South Sudan,English
Micronesia,Belize,English
Micronesia,Liberia,English
Micronesia,Jamaica,English
Micronesia,Tonga,English
Micronesia,Kiribati,English
Micronesia,Ghana,English
Micronesia,Zimbabwe,English
Micronesia,New Zealand,English
Ireland,Eritrea,English
Ireland,Tanzania,English
Ireland,Samoa,English
Ireland,United States,English
Ireland,Saint Vincent and the Grenadines,English
Ireland,Seychelles,English
Ireland,Malta,English
Ireland,Gambia,English
Ireland,Nigeria,English
Ireland,Bahamas,English
Ireland,South Sudan,English
Ireland,Belize,English
Ireland,Liberia,English
Ireland,Jamaica,English
Ireland,Tonga,English
Ireland,Kiribati,English
Ireland,Ghana,English
Ireland,Zimbabwe,English
Ireland,New Zealand,English
Eritrea,Tanzania,English
Eritrea,Samoa,English
Eritrea,United States,English
Eritrea,Saint Vincent and the Grenadines,English
Eritrea,Seychelles,English
Eritrea,Malta,English
Eritrea,Gambia,English
Eritrea,Nigeria,English
Eritrea,Bahamas,English
Eritrea,South Sudan,English
Eritrea,Belize,English
Eritrea,Liberia,English
Eritrea,Jamaica,English
Eritrea,Tonga,English
Eritrea,Kiribati,English
Eritrea,Ghana,English
Eritrea,Zimbabwe,English
Eritrea,New Zealand,English
Tanzania,Samoa,English
Tanzania,United States,English
Tanzania,Saint Vincent and the Grenadines,English
Tanzania,Seychelles,English
Tanzania,Malta,English
Tanzania,Gambia,English
Tanzania,Nigeria,English
Tanzania,Bahamas,English
Tanzania,South Sudan,English
Tanzania,Belize,English
Tanzania,Liberia,English
Tanzania,Jamaica,English
Tanzania,Tonga,English
Tanzania,Kiribati,English
Tanzania,Ghana,English
Tanzania,Zimbabwe,English
Tanzania,New Zealand,English
Samoa,United States,English
Samoa,Saint Vincent and the Grenadines,English
Samoa,Seychelles,English
Samoa,Malta,English
Samoa,Gambia,English
Samoa,Nigeria,English
Samoa,Bahamas,English
Samoa,South Sudan,English
Samoa,Belize,English
Samoa,Liberia,English
Samoa,Jamaica,English
Samoa,Tonga,English
Samoa,Kiribati,English
Samoa,Ghana,English
Samoa,Zimbabwe,English
Samoa,New Zealand,English
United States,Saint Vincent and the Grenadines,English
United States,Seychelles,English
United States,Malta,English
United States,Gambia,English
United States,Nigeria,English
United States,Bahamas,English
United States,South Sudan,English
United States,Belize,English
United States,Liberia,English
United States,Jamaica,English
United States,Tonga,English
United States,Kiribati,English
